chrom	exon_start	exon_end	ensembl_exon_id	hgnc_symbol	ensembl_gene_id	gene_start	gene_end
7	87179784	87179894	ENSE00003264725	ABCB1	ENSG00000085563	87133175	87342611
7	87175179	87175340	ENSE00003273072	ABCB1	ENSG00000085563	87133175	87342611
7	87170673	87170780	ENSE00003287961	ABCB1	ENSG00000085563	87133175	87342611
7	87168584	87168661	ENSE00003292673	ABCB1	ENSG00000085563	87133175	87342611
7	87179487	87179612	ENSE00003304103	ABCB1	ENSG00000085563	87133175	87342611
7	87195386	87195557	ENSE00003309678	ABCB1	ENSG00000085563	87133175	87342611
7	87133559	87133765	ENSE00003348588	ABCB1	ENSG00000085563	87133175	87342611
7	87180041	87180154	ENSE00003349264	ABCB1	ENSG00000085563	87133175	87342611
7	87183077	87183248	ENSE00003354968	ABCB1	ENSG00000085563	87133175	87342611
7	87190579	87190703	ENSE00003361178	ABCB1	ENSG00000085563	87133175	87342611
7	87173445	87173591	ENSE00003388874	ABCB1	ENSG00000085563	87133175	87342611
7	87179167	87179370	ENSE00003391105	ABCB1	ENSG00000085563	87133175	87342611
7	87214828	87214996	ENSE00003398270	ABCB1	ENSG00000085563	87133175	87342611
7	87145825	87145981	ENSE00003459807	ABCB1	ENSG00000085563	87133175	87342611
7	87150092	87150192	ENSE00003462726	ABCB1	ENSG00000085563	87133175	87342611
7	87160610	87160813	ENSE00003501292	ABCB1	ENSG00000085563	87133175	87342611
7	87165774	87165857	ENSE00003509450	ABCB1	ENSG00000085563	87133175	87342611
7	87160610	87160813	ENSE00003511114	ABCB1	ENSG00000085563	87133175	87342611
7	87148642	87148782	ENSE00003576560	ABCB1	ENSG00000085563	87133175	87342611
7	87144547	87144744	ENSE00003592234	ABCB1	ENSG00000085563	87133175	87342611
7	87135213	87135359	ENSE00003592657	ABCB1	ENSG00000085563	87133175	87342611
7	87138591	87138797	ENSE00003598641	ABCB1	ENSG00000085563	87133175	87342611
7	87144547	87144744	ENSE00003618907	ABCB1	ENSG00000085563	87133175	87342611
7	87150092	87150192	ENSE00003623302	ABCB1	ENSG00000085563	87133175	87342611
7	87178664	87178834	ENSE00003624471	ABCB1	ENSG00000085563	87133175	87342611
7	87178664	87178834	ENSE00003644426	ABCB1	ENSG00000085563	87133175	87342611
7	87138591	87138797	ENSE00003648347	ABCB1	ENSG00000085563	87133175	87342611
7	87135213	87135359	ENSE00003666531	ABCB1	ENSG00000085563	87133175	87342611
7	87148642	87148782	ENSE00003675090	ABCB1	ENSG00000085563	87133175	87342611
7	87165774	87165857	ENSE00003677675	ABCB1	ENSG00000085563	87133175	87342611
7	87145825	87145981	ENSE00003693218	ABCB1	ENSG00000085563	87133175	87342611
7	87042933	87043033	ENSE00000454292	ABCB4	ENSG00000005471	87031013	87109751
7	87035604	87035810	ENSE00000454307	ABCB4	ENSG00000005471	87031013	87109751
7	87082260	87082451	ENSE00000703052	ABCB4	ENSG00000005471	87031013	87109751
7	87080939	87081110	ENSE00000703103	ABCB4	ENSG00000005471	87031013	87109751
7	87053222	87053368	ENSE00000703526	ABCB4	ENSG00000005471	87031013	87109751
7	87041209	87041349	ENSE00000703613	ABCB4	ENSG00000005471	87031013	87109751
7	87038552	87038708	ENSE00000918880	ABCB4	ENSG00000005471	87031013	87109751
7	87046628	87046831	ENSE00000918882	ABCB4	ENSG00000005471	87031013	87109751
7	87047853	87047936	ENSE00000918883	ABCB4	ENSG00000005471	87031013	87109751
7	87049314	87049391	ENSE00000918884	ABCB4	ENSG00000005471	87031013	87109751
7	87051437	87051541	ENSE00000918885	ABCB4	ENSG00000005471	87031013	87109751
7	87069515	87069718	ENSE00000918890	ABCB4	ENSG00000005471	87031013	87109751
7	87072635	87072760	ENSE00000918891	ABCB4	ENSG00000005471	87031013	87109751
7	87072979	87073089	ENSE00000918892	ABCB4	ENSG00000005471	87031013	87109751
7	87074178	87074291	ENSE00000918893	ABCB4	ENSG00000005471	87031013	87109751
7	87076350	87076521	ENSE00000918894	ABCB4	ENSG00000005471	87031013	87109751
7	87079284	87079408	ENSE00000918895	ABCB4	ENSG00000005471	87031013	87109751
7	87035604	87035831	ENSE00001016683	ABCB4	ENSG00000005471	87031013	87109751
7	87104702	87104787	ENSE00001388379	ABCB4	ENSG00000005471	87031013	87109751
7	87104950	87105055	ENSE00001389941	ABCB4	ENSG00000005471	87031013	87109751
7	87105449	87105591	ENSE00001617069	ABCB4	ENSG00000005471	87031013	87109751
7	87106524	87106863	ENSE00001644372	ABCB4	ENSG00000005471	87031013	87109751
7	87031445	87031618	ENSE00001651820	ABCB4	ENSG00000005471	87031013	87109751
7	87031013	87031294	ENSE00001656940	ABCB4	ENSG00000005471	87031013	87109751
7	87106310	87106367	ENSE00001690680	ABCB4	ENSG00000005471	87031013	87109751
7	87092177	87092224	ENSE00001704257	ABCB4	ENSG00000005471	87031013	87109751
7	87032451	87032517	ENSE00001740877	ABCB4	ENSG00000005471	87031013	87109751
7	87108475	87109751	ENSE00001777326	ABCB4	ENSG00000005471	87031013	87109751
7	87104702	87104781	ENSE00001781783	ABCB4	ENSG00000005471	87031013	87109751
7	87052891	87053368	ENSE00001811649	ABCB4	ENSG00000005471	87031013	87109751
7	87035236	87035831	ENSE00001841366	ABCB4	ENSG00000005471	87031013	87109751
7	87104950	87104975	ENSE00001868583	ABCB4	ENSG00000005471	87031013	87109751
7	87031450	87031618	ENSE00001868781	ABCB4	ENSG00000005471	87031013	87109751
7	87104702	87104788	ENSE00001878317	ABCB4	ENSG00000005471	87031013	87109751
7	87081688	87082451	ENSE00001884869	ABCB4	ENSG00000005471	87031013	87109751
7	87032451	87032695	ENSE00001908756	ABCB4	ENSG00000005471	87031013	87109751
7	87031365	87031618	ENSE00001911299	ABCB4	ENSG00000005471	87031013	87109751
7	87031361	87031618	ENSE00001918384	ABCB4	ENSG00000005471	87031013	87109751
7	87060720	87060816	ENSE00001934147	ABCB4	ENSG00000005471	87031013	87109751
7	87104950	87105019	ENSE00002277716	ABCB4	ENSG00000005471	87031013	87109751
7	87032451	87032597	ENSE00002486480	ABCB4	ENSG00000005471	87031013	87109751
7	87068983	87069153	ENSE00002502499	ABCB4	ENSG00000005471	87031013	87109751
7	87060720	87060881	ENSE00002514753	ABCB4	ENSG00000005471	87031013	87109751
7	87092074	87092224	ENSE00003476414	ABCB4	ENSG00000005471	87031013	87109751
7	87031412	87031618	ENSE00003478844	ABCB4	ENSG00000005471	87031013	87109751
7	87092074	87092224	ENSE00003567026	ABCB4	ENSG00000005471	87031013	87109751
7	87101937	87101991	ENSE00003570234	ABCB4	ENSG00000005471	87031013	87109751
7	87037353	87037550	ENSE00003590656	ABCB4	ENSG00000005471	87031013	87109751
7	87056066	87056236	ENSE00003599345	ABCB4	ENSG00000005471	87031013	87109751
7	87083851	87083908	ENSE00003611473	ABCB4	ENSG00000005471	87031013	87109751
7	87031412	87031618	ENSE00003612579	ABCB4	ENSG00000005471	87031013	87109751
7	87037353	87037550	ENSE00003668484	ABCB4	ENSG00000005471	87031013	87109751
7	87083851	87083908	ENSE00003679456	ABCB4	ENSG00000005471	87031013	87109751
7	87056066	87056236	ENSE00003687958	ABCB4	ENSG00000005471	87031013	87109751
7	87101937	87101991	ENSE00003693371	ABCB4	ENSG00000005471	87031013	87109751
10	27112067	27112234	ENSE00000926070	ABI1	ENSG00000136754	27035522	27150016
10	27044584	27044670	ENSE00001098421	ABI1	ENSG00000136754	27035522	27150016
10	27040527	27040712	ENSE00001098423	ABI1	ENSG00000136754	27035522	27150016
10	27057781	27057921	ENSE00001098426	ABI1	ENSG00000136754	27035522	27150016
10	27047991	27048167	ENSE00001098428	ABI1	ENSG00000136754	27035522	27150016
10	27059174	27059274	ENSE00001098430	ABI1	ENSG00000136754	27035522	27150016
10	27052809	27052889	ENSE00001098432	ABI1	ENSG00000136754	27035522	27150016
10	27054147	27054247	ENSE00001098440	ABI1	ENSG00000136754	27035522	27150016
10	27047991	27048164	ENSE00001392097	ABI1	ENSG00000136754	27035522	27150016
10	27035522	27037674	ENSE00001427919	ABI1	ENSG00000136754	27035522	27150016
10	27035525	27037674	ENSE00001469540	ABI1	ENSG00000136754	27035522	27150016
10	27149676	27149959	ENSE00001469541	ABI1	ENSG00000136754	27035522	27150016
10	27149676	27149902	ENSE00001469579	ABI1	ENSG00000136754	27035522	27150016
10	27149676	27149915	ENSE00001469587	ABI1	ENSG00000136754	27035522	27150016
10	27065994	27066170	ENSE00001603723	ABI1	ENSG00000136754	27035522	27150016
10	27059452	27059469	ENSE00001619968	ABI1	ENSG00000136754	27035522	27150016
10	27128662	27128712	ENSE00001655328	ABI1	ENSG00000136754	27035522	27150016
10	27060004	27060018	ENSE00001719412	ABI1	ENSG00000136754	27035522	27150016
10	27149676	27149792	ENSE00001820059	ABI1	ENSG00000136754	27035522	27150016
10	27065555	27066170	ENSE00001845544	ABI1	ENSG00000136754	27035522	27150016
10	27037499	27037674	ENSE00001869699	ABI1	ENSG00000136754	27035522	27150016
10	27149676	27149821	ENSE00001870571	ABI1	ENSG00000136754	27035522	27150016
10	27112067	27112219	ENSE00001893748	ABI1	ENSG00000136754	27035522	27150016
10	27149676	27149864	ENSE00001915446	ABI1	ENSG00000136754	27035522	27150016
10	27149676	27149900	ENSE00001955190	ABI1	ENSG00000136754	27035522	27150016
10	27149676	27150016	ENSE00002322932	ABI1	ENSG00000136754	27035522	27150016
9	133729451	133729624	ENSE00000984287	ABL1	ENSG00000097007	133589333	133763062
9	133759356	133763062	ENSE00001457584	ABL1	ENSG00000097007	133589333	133763062
9	133589333	133589842	ENSE00001457586	ABL1	ENSG00000097007	133589333	133763062
9	133589367	133589842	ENSE00001514748	ABL1	ENSG00000097007	133589333	133763062
9	133748247	133748424	ENSE00001700841	ABL1	ENSG00000097007	133589333	133763062
9	133755455	133755544	ENSE00001715343	ABL1	ENSG00000097007	133589333	133763062
9	133747516	133747600	ENSE00001726283	ABL1	ENSG00000097007	133589333	133763062
9	133753802	133753954	ENSE00001741732	ABL1	ENSG00000097007	133589333	133763062
9	133729454	133729509	ENSE00001751015	ABL1	ENSG00000097007	133589333	133763062
9	133750255	133750439	ENSE00001758713	ABL1	ENSG00000097007	133589333	133763062
9	133755887	133756051	ENSE00001781962	ABL1	ENSG00000097007	133589333	133763062
9	133759356	133761070	ENSE00001938256	ABL1	ENSG00000097007	133589333	133763062
9	133710453	133710912	ENSE00001955789	ABL1	ENSG00000097007	133589333	133763062
9	133738150	133738422	ENSE00002065214	ABL1	ENSG00000097007	133589333	133763062
9	133730188	133730483	ENSE00002690665	ABL1	ENSG00000097007	133589333	133763062
1	179078343	179078576	ENSE00001383258	ABL2	ENSG00000143322	179068462	179198819
1	179073183	179078033	ENSE00001386803	ABL2	ENSG00000143322	179068462	179198819
1	179068462	179078576	ENSE00001445181	ABL2	ENSG00000143322	179068462	179198819
1	179198376	179198736	ENSE00001445182	ABL2	ENSG00000143322	179068462	179198819
1	179112068	179112224	ENSE00001445184	ABL2	ENSG00000143322	179068462	179198819
1	179112068	179112211	ENSE00001569736	ABL2	ENSG00000143322	179068462	179198819
1	179081444	179081533	ENSE00001578442	ABL2	ENSG00000143322	179068462	179198819
1	179079417	179079590	ENSE00001578655	ABL2	ENSG00000143322	179068462	179198819
1	179084013	179084165	ENSE00001586766	ABL2	ENSG00000143322	179068462	179198819
1	179085987	179086651	ENSE00001653679	ABL2	ENSG00000143322	179068462	179198819
1	179198376	179198819	ENSE00001670849	ABL2	ENSG00000143322	179068462	179198819
1	179079716	179079980	ENSE00001693276	ABL2	ENSG00000143322	179068462	179198819
1	179076734	179078576	ENSE00001864715	ABL2	ENSG00000143322	179068462	179198819
1	179076853	179078033	ENSE00002034646	ABL2	ENSG00000143322	179068462	179198819
1	179112068	179112191	ENSE00002042474	ABL2	ENSG00000143322	179068462	179198819
1	179085958	179086651	ENSE00002044358	ABL2	ENSG00000143322	179068462	179198819
1	179112068	179112204	ENSE00002049328	ABL2	ENSG00000143322	179068462	179198819
1	179112068	179112179	ENSE00002061251	ABL2	ENSG00000143322	179068462	179198819
1	179112068	179112209	ENSE00002064335	ABL2	ENSG00000143322	179068462	179198819
1	179100347	179100616	ENSE00002072237	ABL2	ENSG00000143322	179068462	179198819
1	179198376	179198532	ENSE00002073365	ABL2	ENSG00000143322	179068462	179198819
1	179076853	179078576	ENSE00002081286	ABL2	ENSG00000143322	179068462	179198819
1	179068463	179078576	ENSE00002219104	ABL2	ENSG00000143322	179068462	179198819
1	179086467	179086651	ENSE00002260002	ABL2	ENSG00000143322	179068462	179198819
1	179089325	179089409	ENSE00003459332	ABL2	ENSG00000143322	179068462	179198819
1	179095512	179095807	ENSE00003479196	ABL2	ENSG00000143322	179068462	179198819
1	179090730	179091002	ENSE00003482403	ABL2	ENSG00000143322	179068462	179198819
1	179087722	179087899	ENSE00003484429	ABL2	ENSG00000143322	179068462	179198819
1	179089325	179089409	ENSE00003491929	ABL2	ENSG00000143322	179068462	179198819
1	179095512	179095807	ENSE00003527662	ABL2	ENSG00000143322	179068462	179198819
1	179087722	179087899	ENSE00003542136	ABL2	ENSG00000143322	179068462	179198819
1	179102447	179102509	ENSE00003579841	ABL2	ENSG00000143322	179068462	179198819
1	179102447	179102509	ENSE00003582099	ABL2	ENSG00000143322	179068462	179198819
1	179090730	179091002	ENSE00003676561	ABL2	ENSG00000143322	179068462	179198819
1	179100446	179100616	ENSE00003677223	ABL2	ENSG00000143322	179068462	179198819
1	179100446	179100616	ENSE00003679673	ABL2	ENSG00000143322	179068462	179198819
2	243030784	243030952	ENSE00001593732	AC093642.5	ENSG00000220804	243030784	243102304
2	243072806	243072963	ENSE00001596145	AC093642.5	ENSG00000220804	243030784	243102304
2	243064438	243064556	ENSE00001599445	AC093642.5	ENSG00000220804	243030784	243102304
2	243030835	243030952	ENSE00001621366	AC093642.5	ENSG00000220804	243030784	243102304
2	243030847	243030952	ENSE00001632398	AC093642.5	ENSG00000220804	243030784	243102304
2	243058334	243058523	ENSE00001677069	AC093642.5	ENSG00000220804	243030784	243102304
2	243101495	243101525	ENSE00001692486	AC093642.5	ENSG00000220804	243030784	243102304
2	243101495	243101633	ENSE00001693894	AC093642.5	ENSG00000220804	243030784	243102304
2	243037045	243037178	ENSE00001741019	AC093642.5	ENSG00000220804	243030784	243102304
2	243030830	243030952	ENSE00001781331	AC093642.5	ENSG00000220804	243030784	243102304
2	243080915	243081039	ENSE00002248379	AC093642.5	ENSG00000220804	243030784	243102304
2	243101495	243101644	ENSE00002274580	AC093642.5	ENSG00000220804	243030784	243102304
2	243030844	243030952	ENSE00002279716	AC093642.5	ENSG00000220804	243030784	243102304
2	243072806	243073017	ENSE00002342148	AC093642.5	ENSG00000220804	243030784	243102304
2	243058334	243058383	ENSE00002411826	AC093642.5	ENSG00000220804	243030784	243102304
2	243064444	243064606	ENSE00002433265	AC093642.5	ENSG00000220804	243030784	243102304
2	243102107	243102304	ENSE00002492332	AC093642.5	ENSG00000220804	243030784	243102304
2	243082385	243082789	ENSE00002500386	AC093642.5	ENSG00000220804	243030784	243102304
2	243080935	243081039	ENSE00002525194	AC093642.5	ENSG00000220804	243030784	243102304
2	243056790	243056892	ENSE00003526207	AC093642.5	ENSG00000220804	243030784	243102304
2	243037038	243037178	ENSE00003538156	AC093642.5	ENSG00000220804	243030784	243102304
2	243064438	243064606	ENSE00003558057	AC093642.5	ENSG00000220804	243030784	243102304
2	243061116	243061208	ENSE00003582247	AC093642.5	ENSG00000220804	243030784	243102304
2	243037038	243037178	ENSE00003593515	AC093642.5	ENSG00000220804	243030784	243102304
2	243056790	243056892	ENSE00003616847	AC093642.5	ENSG00000220804	243030784	243102304
2	243061116	243061208	ENSE00003624365	AC093642.5	ENSG00000220804	243030784	243102304
2	243064438	243064606	ENSE00003646839	AC093642.5	ENSG00000220804	243030784	243102304
11	134123389	134123603	ENSE00000999980	ACAD8	ENSG00000151498	134123389	134135749
11	134134802	134135749	ENSE00002140309	ACAD8	ENSG00000151498	134123389	134135749
11	134129502	134131073	ENSE00002143793	ACAD8	ENSG00000151498	134123389	134135749
11	134123462	134123603	ENSE00002146497	ACAD8	ENSG00000151498	134123389	134135749
11	134123511	134123603	ENSE00002146972	ACAD8	ENSG00000151498	134123389	134135749
11	134126442	134126804	ENSE00002150220	ACAD8	ENSG00000151498	134123389	134135749
11	134132414	134132506	ENSE00002152848	ACAD8	ENSG00000151498	134123389	134135749
11	134123455	134123603	ENSE00002152971	ACAD8	ENSG00000151498	134123389	134135749
11	134129502	134129739	ENSE00002154386	ACAD8	ENSG00000151498	134123389	134135749
11	134126477	134126542	ENSE00002155846	ACAD8	ENSG00000151498	134123389	134135749
11	134126504	134126542	ENSE00002161807	ACAD8	ENSG00000151498	134123389	134135749
11	134128786	134128978	ENSE00002166660	ACAD8	ENSG00000151498	134123389	134135749
11	134123471	134123603	ENSE00002168711	ACAD8	ENSG00000151498	134123389	134135749
11	134129502	134130508	ENSE00002168892	ACAD8	ENSG00000151498	134123389	134135749
11	134123458	134123603	ENSE00002174631	ACAD8	ENSG00000151498	134123389	134135749
11	134132079	134132170	ENSE00002175961	ACAD8	ENSG00000151498	134123389	134135749
11	134127641	134128518	ENSE00002183400	ACAD8	ENSG00000151498	134123389	134135749
11	134129502	134130034	ENSE00002187631	ACAD8	ENSG00000151498	134123389	134135749
11	134129923	134130446	ENSE00002187999	ACAD8	ENSG00000151498	134123389	134135749
11	134129502	134130176	ENSE00002188037	ACAD8	ENSG00000151498	134123389	134135749
11	134128902	134129819	ENSE00002189762	ACAD8	ENSG00000151498	134123389	134135749
11	134123453	134123603	ENSE00002192125	ACAD8	ENSG00000151498	134123389	134135749
11	134132664	134133955	ENSE00002192337	ACAD8	ENSG00000151498	134123389	134135749
11	134123463	134123603	ENSE00002193947	ACAD8	ENSG00000151498	134123389	134135749
11	134131632	134131779	ENSE00002194680	ACAD8	ENSG00000151498	134123389	134135749
11	134129132	134129639	ENSE00002197871	ACAD8	ENSG00000151498	134123389	134135749
11	134132026	134133449	ENSE00002199984	ACAD8	ENSG00000151498	134123389	134135749
11	134132414	134132421	ENSE00002508385	ACAD8	ENSG00000151498	134123389	134135749
11	134123452	134123603	ENSE00003459250	ACAD8	ENSG00000151498	134123389	134135749
11	134126982	134127151	ENSE00003460149	ACAD8	ENSG00000151498	134123389	134135749
11	134132664	134132852	ENSE00003492819	ACAD8	ENSG00000151498	134123389	134135749
11	134131501	134131784	ENSE00003507164	ACAD8	ENSG00000151498	134123389	134135749
11	134128409	134128518	ENSE00003514623	ACAD8	ENSG00000151498	134123389	134135749
11	134128902	134128978	ENSE00003516117	ACAD8	ENSG00000151498	134123389	134135749
11	134128902	134128978	ENSE00003517380	ACAD8	ENSG00000151498	134123389	134135749
11	134126442	134126542	ENSE00003522146	ACAD8	ENSG00000151498	134123389	134135749
11	134134802	134135744	ENSE00003522883	ACAD8	ENSG00000151498	134123389	134135749
11	134131169	134131266	ENSE00003528004	ACAD8	ENSG00000151498	134123389	134135749
11	134126982	134127151	ENSE00003528054	ACAD8	ENSG00000151498	134123389	134135749
11	134129502	134129639	ENSE00003532466	ACAD8	ENSG00000151498	134123389	134135749
11	134126442	134126542	ENSE00003539819	ACAD8	ENSG00000151498	134123389	134135749
11	134130938	134131073	ENSE00003545985	ACAD8	ENSG00000151498	134123389	134135749
11	134128409	134128518	ENSE00003557606	ACAD8	ENSG00000151498	134123389	134135749
11	134130938	134131073	ENSE00003560971	ACAD8	ENSG00000151498	134123389	134135749
11	134132664	134132852	ENSE00003571576	ACAD8	ENSG00000151498	134123389	134135749
11	134126982	134127151	ENSE00003581915	ACAD8	ENSG00000151498	134123389	134135749
11	134123442	134123603	ENSE00003582038	ACAD8	ENSG00000151498	134123389	134135749
11	134132414	134132516	ENSE00003587179	ACAD8	ENSG00000151498	134123389	134135749
11	134123452	134123603	ENSE00003589077	ACAD8	ENSG00000151498	134123389	134135749
11	134123442	134123603	ENSE00003593330	ACAD8	ENSG00000151498	134123389	134135749
11	134126982	134127151	ENSE00003597312	ACAD8	ENSG00000151498	134123389	134135749
11	134129502	134129639	ENSE00003598406	ACAD8	ENSG00000151498	134123389	134135749
11	134131169	134131266	ENSE00003600930	ACAD8	ENSG00000151498	134123389	134135749
11	134131501	134131784	ENSE00003615348	ACAD8	ENSG00000151498	134123389	134135749
11	134126442	134126542	ENSE00003651876	ACAD8	ENSG00000151498	134123389	134135749
11	134131632	134131784	ENSE00003658535	ACAD8	ENSG00000151498	134123389	134135749
11	134134802	134135744	ENSE00003665130	ACAD8	ENSG00000151498	134123389	134135749
11	134128409	134128518	ENSE00003668968	ACAD8	ENSG00000151498	134123389	134135749
11	134132414	134132516	ENSE00003688879	ACAD8	ENSG00000151498	134123389	134135749
11	134131632	134131784	ENSE00003689597	ACAD8	ENSG00000151498	134123389	134135749
2	237489083	237491001	ENSE00000965340	ACKR3	ENSG00000144476	237476430	237491001
2	237478284	237478567	ENSE00001333006	ACKR3	ENSG00000144476	237476430	237491001
2	237489083	237489740	ENSE00001637250	ACKR3	ENSG00000144476	237476430	237491001
2	237476430	237476484	ENSE00001728209	ACKR3	ENSG00000144476	237476430	237491001
9	32418126	32418195	ENSE00000832724	ACO1	ENSG00000122729	32384618	32454767
9	32418326	32418509	ENSE00000832725	ACO1	ENSG00000122729	32384618	32454767
9	32420854	32421025	ENSE00000832727	ACO1	ENSG00000122729	32384618	32454767
9	32423317	32423417	ENSE00000832728	ACO1	ENSG00000122729	32384618	32454767
9	32424547	32424663	ENSE00000832729	ACO1	ENSG00000122729	32384618	32454767
9	32425836	32425995	ENSE00000832730	ACO1	ENSG00000122729	32384618	32454767
9	32427299	32427434	ENSE00000832731	ACO1	ENSG00000122729	32384618	32454767
9	32429417	32429501	ENSE00000832732	ACO1	ENSG00000122729	32384618	32454767
9	32430416	32430572	ENSE00000832733	ACO1	ENSG00000122729	32384618	32454767
9	32431717	32431841	ENSE00000832734	ACO1	ENSG00000122729	32384618	32454767
9	32433726	32433830	ENSE00000832735	ACO1	ENSG00000122729	32384618	32454767
9	32434557	32434699	ENSE00000832736	ACO1	ENSG00000122729	32384618	32454767
9	32436248	32436395	ENSE00000832737	ACO1	ENSG00000122729	32384618	32454767
9	32440463	32440585	ENSE00000832738	ACO1	ENSG00000122729	32384618	32454767
9	32448894	32449079	ENSE00000832739	ACO1	ENSG00000122729	32384618	32454767
9	32419036	32419175	ENSE00001121894	ACO1	ENSG00000122729	32384618	32454767
9	32384618	32384733	ENSE00001412417	ACO1	ENSG00000122729	32384618	32454767
9	32386369	32386436	ENSE00001413029	ACO1	ENSG00000122729	32384618	32454767
9	32449996	32450834	ENSE00001483092	ACO1	ENSG00000122729	32384618	32454767
9	32449996	32450830	ENSE00002271316	ACO1	ENSG00000122729	32384618	32454767
9	32405483	32405601	ENSE00003494994	ACO1	ENSG00000122729	32384618	32454767
